artifact,method,R,n,d,k,l,r,l_over_k,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig52,kmeans||,1,10000,15,50,100.0,10.0,2.0,bernoulli,9,51,10.0,158708.9690539378,144516.42909164922,23.0,0.2977592945098877,0.6877093315124512,False
fig52,kmeans||,1,10000,15,50,100.0,10.0,2.0,bernoulli,10,52,10.0,161059.33314587385,144134.18470724532,42.0,0.30516719818115234,1.2728989124298096,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,0,42,11.0,155749.30467612133,143182.3870983678,20.0,0.3126800060272217,0.9831113815307617,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,1,43,11.0,155680.93558149622,144284.21531705605,38.0,0.38831257820129395,2.307518482208252,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,2,44,11.0,158287.55309489457,143590.2261126951,27.0,0.21256685256958008,0.8424763679504395,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,3,45,11.0,155362.90645250873,144113.3359313201,29.0,0.32070374488830566,1.2389028072357178,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,4,46,11.0,158814.5373991215,144070.12677562545,48.0,0.3526036739349365,1.9634289741516113,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,5,47,11.0,157239.96140947254,143582.3379788375,28.0,0.3323071002960205,1.2475953102111816,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,6,48,11.0,156173.0990485426,143487.76601105183,29.0,0.28687596321105957,1.4249746799468994,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,7,49,11.0,156853.8744609041,143412.15841557205,45.0,0.45134401321411133,2.4045677185058594,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,8,50,11.0,158702.00218018616,144620.50705606697,63.0,0.24981689453125,2.9984405040740967,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,9,51,11.0,157862.10919369874,145310.4448779219,44.0,0.3704688549041748,1.3472535610198975,False
fig52,kmeans||,1,10000,15,50,100.0,11.0,2.0,bernoulli,10,52,11.0,157218.29773789816,143974.08491508893,30.0,0.2693827152252197,0.9230101108551025,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,0,42,12.0,153603.58193378258,143476.01655651582,52.0,0.24675369262695312,3.5617599487304688,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,1,43,12.0,157242.99144514347,144073.8365353987,25.0,0.2319650650024414,1.318960189819336,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,2,44,12.0,157098.5269608112,144137.57627224008,20.0,0.23309755325317383,0.4269886016845703,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,3,45,12.0,158229.54572119226,144206.26497037426,35.0,0.24733281135559082,2.0945918560028076,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,4,46,12.0,157356.0787187787,143893.14322479986,59.0,0.24011993408203125,3.11671781539917,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,5,47,12.0,156316.7136195185,144966.06956049055,18.0,0.36623692512512207,1.3565363883972168,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,6,48,12.0,157201.31416999418,143296.44995418523,37.0,0.293170690536499,2.1542882919311523,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,7,49,12.0,153984.37886539623,143043.12529836225,28.0,0.2686431407928467,1.0751144886016846,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,8,50,12.0,156941.23699425498,144582.31171251048,20.0,0.40222668647766113,0.37247776985168457,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,9,51,12.0,157381.31399004464,144157.78275852828,28.0,0.3062937259674072,1.6329221725463867,False
fig52,kmeans||,1,10000,15,50,100.0,12.0,2.0,bernoulli,10,52,12.0,157468.8540861228,144978.52306177228,36.0,0.36083173751831055,2.327043056488037,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,0,42,13.0,153497.4280264185,144141.83030995703,17.0,0.3529019355773926,0.5467560291290283,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,1,43,13.0,153234.98472905802,144495.2079339162,47.0,0.33182191848754883,2.1899447441101074,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,2,44,13.0,158211.31924562546,144011.55657067333,30.0,0.49613475799560547,2.5867867469787598,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,3,45,13.0,154701.3934583264,143874.50140076896,31.0,0.461850643157959,1.0713016986846924,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,4,46,13.0,156180.0925145157,144939.614665028,33.0,0.2741272449493408,1.2392737865447998,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,5,47,13.0,155724.5051317542,143751.21915488498,48.0,0.3522300720214844,2.2279367446899414,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,6,48,13.0,154914.92113122434,144115.74429370713,29.0,0.4114668369293213,0.9303765296936035,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,7,49,13.0,155746.65636261544,143523.8773025158,38.0,0.3061788082122803,1.951589822769165,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,8,50,13.0,154987.386248728,144308.766412433,36.0,0.2908627986907959,1.599092721939087,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,9,51,13.0,156827.74980598898,143583.2403805466,38.0,0.3509237766265869,1.5952951908111572,False
fig52,kmeans||,1,10000,15,50,100.0,13.0,2.0,bernoulli,10,52,13.0,154980.90389722612,144916.38399168302,22.0,0.2586495876312256,0.8663547039031982,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,0,42,14.0,154391.63823068934,144026.97844273504,27.0,0.2759838104248047,0.3594787120819092,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,1,43,14.0,154465.2309196568,143851.5858202724,46.0,0.30449819564819336,1.4477465152740479,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,2,44,14.0,155325.75560793915,143400.83622599955,68.0,0.3947408199310303,3.7301197052001953,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,3,45,14.0,153307.14114273014,144642.07254877972,33.0,0.37204408645629883,1.1791176795959473,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,4,46,14.0,154624.58950456043,143736.42089548285,28.0,0.3558328151702881,1.770451307296753,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,5,47,14.0,154536.83002800125,144186.31755951594,27.0,0.34041738510131836,1.8344194889068604,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,6,48,14.0,154855.99834382103,143688.5146637849,31.0,0.29685282707214355,1.4288620948791504,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,7,49,14.0,154138.42648661285,143432.097857713,27.0,0.4403681755065918,1.4669163227081299,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,8,50,14.0,155171.19154528517,144882.8085004115,27.0,0.33584165573120117,2.2526633739471436,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,9,51,14.0,152134.22068799107,143056.87214928586,36.0,0.3898618221282959,2.442887544631958,False
fig52,kmeans||,1,10000,15,50,100.0,14.0,2.0,bernoulli,10,52,14.0,150733.13642702758,143775.79082978432,27.0,0.3811960220336914,1.0239343643188477,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,0,42,15.0,152766.82185714712,143629.58877052608,31.0,0.29351353645324707,1.944788932800293,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,1,43,15.0,151359.8317712192,143238.34285216502,37.0,0.2982759475708008,1.7851409912109375,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,2,44,15.0,155547.53715199704,144195.52139852082,33.0,0.283886194229126,2.232088088989258,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,3,45,15.0,152512.01855576455,144107.0870334934,32.0,0.29256200790405273,1.8889083862304688,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,4,46,15.0,152297.78439415887,144158.3873251912,26.0,0.3632934093475342,0.9703245162963867,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,5,47,15.0,153378.18261348672,143351.05976666033,30.0,0.4618842601776123,2.1024997234344482,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,6,48,15.0,155176.55852554666,144568.30434005897,27.0,0.45147228240966797,1.1670405864715576,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,7,49,15.0,152555.19178188447,143773.8651822187,25.0,0.3330192565917969,0.7994592189788818,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,8,50,15.0,154314.66025579695,144596.3590647452,28.0,0.37634754180908203,2.2562854290008545,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,9,51,15.0,155163.0462050102,143736.08666806403,28.0,0.4214904308319092,0.6638290882110596,False
fig52,kmeans||,1,10000,15,50,100.0,15.0,2.0,bernoulli,10,52,15.0,151776.61937004945,144537.23724039586,23.0,0.41460156440734863,0.7167913913726807,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,0,42,0.0,233607.185143099,143869.55467704526,37.0,0.02201366424560547,2.5919880867004395,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,1,43,0.0,229041.86799252656,144819.57738847376,51.0,0.026044607162475586,1.9852769374847412,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,2,44,0.0,232125.56681468364,142947.23405671126,37.0,0.024050474166870117,1.9239280223846436,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,3,45,0.0,241133.97974930896,144245.97833695874,70.0,0.02189016342163086,3.7489795684814453,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,4,46,0.0,235899.24953818426,144368.12163175447,40.0,0.021319866180419922,1.6022515296936035,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,5,47,0.0,231816.57786928586,144244.81332554016,40.0,0.020466089248657227,1.5529146194458008,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,6,48,0.0,235063.60500962805,145058.11721723544,61.0,0.03486180305480957,2.448580265045166,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,7,49,0.0,232622.0944739139,144998.87056759582,33.0,0.023612260818481445,2.3766565322875977,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,8,50,0.0,226772.57671175437,145342.87180807575,28.0,0.03465771675109863,2.1355321407318115,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,9,51,0.0,237214.44208288338,143317.62734468546,51.0,0.03419756889343262,3.377457618713379,False
fig52,kmeans||,1,10000,15,50,500.0,0.0,10.0,bernoulli,10,52,0.0,227018.4730972204,143622.45684095527,34.0,0.0227811336517334,1.0757019519805908,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,0,42,1.0,169052.56576853374,143592.63674817275,23.0,0.20314335823059082,0.5206246376037598,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,1,43,1.0,169334.58705937624,143455.28581761292,42.0,0.10801219940185547,3.0616776943206787,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,2,44,1.0,169236.99334908085,143790.18619479047,32.0,0.1481471061706543,2.075618028640747,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,3,45,1.0,166102.96571471254,143772.26336885436,35.0,0.25544142723083496,1.7024314403533936,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,4,46,1.0,171063.120940803,143371.1363922782,27.0,0.1151881217956543,0.7321500778198242,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,5,47,1.0,167776.20956026125,143665.01479533818,34.0,0.12758779525756836,2.0193283557891846,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,6,48,1.0,170147.55679850723,143278.69532324336,48.0,0.17101550102233887,1.5482852458953857,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,7,49,1.0,169597.81978565129,143870.7533401868,19.0,0.15850353240966797,1.3121793270111084,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,8,50,1.0,167368.46318949902,143501.41089673524,37.0,0.18041181564331055,2.106738805770874,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,9,51,1.0,173970.20435520072,144451.28992093858,57.0,0.16111516952514648,3.675074577331543,False
fig52,kmeans||,1,10000,15,50,500.0,1.0,10.0,bernoulli,10,52,1.0,167121.11207858924,143356.26497678796,25.0,0.14825677871704102,0.7561218738555908,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,0,42,2.0,157256.36855210023,143797.1175917148,33.0,0.24088001251220703,1.0302789211273193,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,1,43,2.0,158095.47850815812,143584.9167446059,35.0,0.2229301929473877,1.3016266822814941,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,2,44,2.0,159116.32816106587,144712.8325273862,24.0,0.2510373592376709,0.6362817287445068,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,3,45,2.0,157704.39530987313,144194.61231213534,28.0,0.1195516586303711,0.7129249572753906,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,4,46,2.0,161050.80194651312,144767.19795976,28.0,0.11377453804016113,2.0574655532836914,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,5,47,2.0,157785.9985431728,143852.3940696592,48.0,0.19085001945495605,2.519580841064453,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,6,48,2.0,157482.1047485178,145930.9207824108,60.0,0.21320199966430664,3.8706486225128174,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,7,49,2.0,156544.9785197901,143386.28607102283,40.0,0.3047940731048584,2.038318395614624,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,8,50,2.0,156346.3777925894,143057.45952475816,55.0,0.24823784828186035,3.227335214614868,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,9,51,2.0,157256.09964440478,144630.4639892034,21.0,0.16673064231872559,1.7339930534362793,False
fig52,kmeans||,1,10000,15,50,500.0,2.0,10.0,bernoulli,10,52,2.0,159938.69295119925,143710.68601180584,31.0,0.23041486740112305,1.1005725860595703,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,0,42,3.0,151426.01870230975,142616.77694235358,36.0,0.2633850574493408,2.178101062774658,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,1,43,3.0,152074.3366646547,143960.41543585638,34.0,0.15750670433044434,0.7054364681243896,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,2,44,3.0,155560.2581327755,144537.8821403127,19.0,0.13819289207458496,0.27431702613830566,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,3,45,3.0,151252.2891850949,143514.80781112262,29.0,0.14342403411865234,0.5463736057281494,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,4,46,3.0,152424.24933204043,143947.05963315896,33.0,0.12230634689331055,2.142456293106079,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,5,47,3.0,152536.8982432674,143151.86404329818,32.0,0.23706746101379395,2.259089469909668,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,6,48,3.0,154198.3114617889,145903.63550712742,24.0,0.23694515228271484,0.3130931854248047,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,7,49,3.0,152395.7107043253,143649.27372718087,33.0,0.13114261627197266,1.3051519393920898,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,8,50,3.0,151323.19868097993,144497.62680083554,21.0,0.2530703544616699,0.9293100833892822,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,9,51,3.0,154838.09440193386,145400.96989611638,29.0,0.17336750030517578,1.518540859222412,False
fig52,kmeans||,1,10000,15,50,500.0,3.0,10.0,bernoulli,10,52,3.0,154016.23510895277,143660.12718558125,28.0,0.23637008666992188,1.4380161762237549,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,0,42,4.0,150944.9768768377,144656.9735211359,34.0,0.2825496196746826,2.403940439224243,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,1,43,4.0,148886.1023941393,143690.15844392605,35.0,0.1884479522705078,1.0680782794952393,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,2,44,4.0,150561.09621747799,144233.8004196998,28.0,0.2669954299926758,0.9895012378692627,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,3,45,4.0,150030.80704420482,144536.8607083904,32.0,0.23404407501220703,0.8856830596923828,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,4,46,4.0,151137.00606853675,144394.75456819288,32.0,0.16043877601623535,1.0517945289611816,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,5,47,4.0,151453.85745337442,144782.66302203026,35.0,0.5040819644927979,1.4364902973175049,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,6,48,4.0,153696.21645361767,145870.67157912947,30.0,0.29040980339050293,0.9005918502807617,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,7,49,4.0,151396.1033713684,145276.48648848166,21.0,0.2656726837158203,0.843881368637085,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,8,50,4.0,151782.96304952566,144010.97978113833,43.0,0.22698450088500977,1.3080081939697266,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,9,51,4.0,149147.2398144972,143531.6654613506,40.0,0.16573333740234375,2.3087995052337646,False
fig52,kmeans||,1,10000,15,50,500.0,4.0,10.0,bernoulli,10,52,4.0,150430.95972115768,143238.16833392438,27.0,0.3366672992706299,1.9892034530639648,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,0,42,5.0,148540.99401664478,143291.81757263688,20.0,0.41539812088012695,1.5534741878509521,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,1,43,5.0,148303.82896668138,143912.20750391466,21.0,0.34772515296936035,0.36572718620300293,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,2,44,5.0,148194.03685830155,144315.15393065108,28.0,0.47936272621154785,1.7093570232391357,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,3,45,5.0,148429.58716745162,143640.3756569295,30.0,0.4404275417327881,0.815222978591919,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,4,46,5.0,149208.81208391656,144216.5126482667,28.0,0.4248545169830322,1.3780395984649658,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,5,47,5.0,152360.73331264307,144838.77138316724,26.0,0.380779504776001,1.544182300567627,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,6,48,5.0,147966.32371358588,143754.04681978593,32.0,0.36218976974487305,2.0570790767669678,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,7,49,5.0,147308.51584702102,144215.261663713,17.0,0.4413588047027588,0.6968858242034912,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,8,50,5.0,149325.8572992524,143415.48106435686,28.0,0.3326539993286133,2.078181743621826,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,9,51,5.0,147643.46043059556,144867.3002805187,22.0,0.42250728607177734,1.561192512512207,False
fig52,kmeans||,1,10000,15,50,500.0,5.0,10.0,bernoulli,10,52,5.0,150522.2220312732,143566.12976665597,24.0,0.4787015914916992,1.7292437553405762,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,0,42,6.0,146973.67446620407,143998.29021890953,17.0,0.42668628692626953,1.0709900856018066,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,1,43,6.0,147982.7992200635,145400.48855100689,25.0,0.46619629859924316,1.3440947532653809,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,2,44,6.0,147569.3943739484,144279.62635504693,33.0,0.520897388458252,2.550855875015259,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,3,45,6.0,147449.03990473188,144214.1697741649,60.0,0.3643834590911865,2.9448397159576416,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,4,46,6.0,147834.86090096773,143999.11815556348,17.0,0.3979761600494385,1.6168608665466309,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,5,47,6.0,147238.13975676423,144077.81025496742,27.0,0.3968369960784912,1.061082363128662,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,6,48,6.0,146855.0582295587,144143.6170486154,25.0,0.40806078910827637,1.4799396991729736,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,7,49,6.0,149110.5817738255,145134.1763592933,35.0,0.42633700370788574,1.9029951095581055,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,8,50,6.0,147715.93098137795,143049.54817342944,37.0,0.38074159622192383,1.8729865550994873,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,9,51,6.0,147576.34362312013,144914.7223260803,24.0,0.41910505294799805,2.043365478515625,False
fig52,kmeans||,1,10000,15,50,500.0,6.0,10.0,bernoulli,10,52,6.0,147545.5462367168,144427.18427202402,23.0,0.3670370578765869,1.3524649143218994,False
fig52,kmeans||,1,10000,15,50,500.0,7.0,10.0,bernoulli,0,42,7.0,147625.5139216974,143881.29799775616,27.0,0.5061085224151611,1.8967578411102295,False
fig52,kmeans||,1,10000,15,50,500.0,7.0,10.0,bernoulli,1,43,7.0,146569.06287787162,144096.91256851587,20.0,0.7349255084991455,1.6231071949005127,False
fig52,kmeans||,1,10000,15,50,500.0,7.0,10.0,bernoulli,2,44,7.0,146429.28559081093,143600.0616339007,29.0,0.34603428840637207,2.0827443599700928,False
