artifact,method,R,n,d,k,l,r,l_over_k,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig52,kmeans||,100,10000,15,50,25.0,4.0,0.5,bernoulli,7,49,4.0,249904.39655676935,148933.75981797808,2.0,0.10287022590637207,0.12141919136047363,False
fig52,kmeans||,100,10000,15,50,25.0,4.0,0.5,bernoulli,8,50,4.0,245697.52443552198,148933.75981797808,2.0,0.09782862663269043,0.1901395320892334,False
fig52,kmeans||,100,10000,15,50,25.0,4.0,0.5,bernoulli,9,51,4.0,236079.77658824186,148933.75981797805,2.0,0.13631820678710938,0.15105605125427246,False
fig52,kmeans||,100,10000,15,50,25.0,4.0,0.5,bernoulli,10,52,4.0,239271.19494493864,148933.75981797808,2.0,0.11338973045349121,0.10234260559082031,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,0,42,5.0,233715.2074031905,148933.75981797808,2.0,0.15395569801330566,0.13789153099060059,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,1,43,5.0,224574.54831147118,148933.75981797808,2.0,0.11423468589782715,0.050809621810913086,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,2,44,5.0,240433.54363121837,148933.75981797808,2.0,0.1133270263671875,0.09419655799865723,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,3,45,5.0,219573.3605823921,148933.75981797808,2.0,0.10954809188842773,0.04522585868835449,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,4,46,5.0,220158.50882629355,148933.75981797808,2.0,0.12082052230834961,0.07239508628845215,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,5,47,5.0,232317.39930211144,148933.75981797808,2.0,0.11441254615783691,0.20910072326660156,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,6,48,5.0,227441.21977427928,148933.75981797808,2.0,0.10352253913879395,0.22058558464050293,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,7,49,5.0,219250.89750427793,148933.75981797808,2.0,0.09251832962036133,0.19097042083740234,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,8,50,5.0,224822.58262467413,148933.75981797808,2.0,0.09660148620605469,0.18962764739990234,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,9,51,5.0,308985.39307960175,236436.52804344214,9.0,0.09990763664245605,0.18535256385803223,False
fig52,kmeans||,100,10000,15,50,25.0,5.0,0.5,bernoulli,10,52,5.0,217120.76661126304,148933.75981797808,2.0,0.12062931060791016,0.11136269569396973,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,0,42,6.0,217963.59644476784,148933.75981797808,2.0,0.1308302879333496,0.16314339637756348,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,1,43,6.0,211622.94735748993,148933.75981797808,2.0,0.11743330955505371,0.0625312328338623,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,2,44,6.0,220335.26928015763,148933.75981797808,2.0,0.11225247383117676,0.21976852416992188,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,3,45,6.0,201389.55222554947,148933.75981797808,2.0,0.1181495189666748,0.1251378059387207,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,4,46,6.0,209750.4436347916,148933.75981797805,2.0,0.12630748748779297,0.10461044311523438,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,5,47,6.0,214908.6623213719,148933.75981797808,2.0,0.11558055877685547,0.09653902053833008,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,6,48,6.0,216154.17259540656,148933.75981797808,2.0,0.13495254516601562,0.2810630798339844,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,7,49,6.0,289977.61217794893,229295.51304876152,13.0,0.1310570240020752,0.47338390350341797,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,8,50,6.0,213303.14197298264,148933.75981797808,2.0,0.11855125427246094,0.2238626480102539,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,9,51,6.0,203293.31979322038,148933.75981797808,2.0,0.11261177062988281,0.07062149047851562,False
fig52,kmeans||,100,10000,15,50,25.0,6.0,0.5,bernoulli,10,52,6.0,205026.64223398635,148933.75981797808,2.0,0.11948895454406738,0.040856122970581055,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,0,42,7.0,206372.71956903534,148933.75981797808,2.0,0.1274857521057129,0.038704872131347656,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,1,43,7.0,207436.82934944297,148933.75981797808,2.0,0.12738037109375,0.03868460655212402,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,2,44,7.0,206623.86013493524,148933.75981797808,2.0,0.12969136238098145,0.03946852684020996,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,3,45,7.0,196011.50844873599,148933.75981797808,2.0,0.13161754608154297,0.03913736343383789,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,4,46,7.0,195458.5061356759,148933.75981797808,2.0,0.12793278694152832,0.03856015205383301,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,5,47,7.0,202310.80422256363,148933.75981797808,2.0,0.12827777862548828,0.1285543441772461,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,6,48,7.0,208313.43350412976,148933.75981797808,2.0,0.14961981773376465,0.10170102119445801,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,7,49,7.0,202345.50410284498,148933.75981797805,2.0,0.13634753227233887,0.21114826202392578,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,8,50,7.0,205153.0453327421,148933.75981797808,2.0,0.13579249382019043,0.12390780448913574,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,9,51,7.0,195038.52067235843,148933.75981797808,2.0,0.13839364051818848,0.18367362022399902,False
fig52,kmeans||,100,10000,15,50,25.0,7.0,0.5,bernoulli,10,52,7.0,196416.30001958596,148933.75981797808,2.0,0.14300537109375,0.20416688919067383,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,0,42,8.0,194324.70836253953,148933.75981797808,2.0,0.15882635116577148,0.23990368843078613,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,1,43,8.0,199688.93262884332,148933.75981797808,2.0,0.17396998405456543,0.3622896671295166,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,2,44,8.0,200199.1079612932,148933.75981797808,2.0,0.15787959098815918,0.20885586738586426,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,3,45,8.0,189486.89430953102,148933.75981797808,2.0,0.1494917869567871,0.16170406341552734,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,4,46,8.0,187753.12801742202,148933.75981797808,2.0,0.2246568202972412,0.03881216049194336,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,5,47,8.0,190729.74903247537,148933.75981797808,2.0,0.20183515548706055,0.17815041542053223,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,6,48,8.0,200828.96138553,148933.75981797808,2.0,0.17546439170837402,0.2408137321472168,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,7,49,8.0,188736.72387258333,148933.75981797808,2.0,0.18413114547729492,0.19998526573181152,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,8,50,8.0,191221.89851144914,148933.75981797808,2.0,0.18326187133789062,0.06236743927001953,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,9,51,8.0,187474.3963947834,148933.75981797808,2.0,0.12944269180297852,0.08208155632019043,False
fig52,kmeans||,100,10000,15,50,25.0,8.0,0.5,bernoulli,10,52,8.0,186701.08360342277,148933.75981797808,2.0,0.17804551124572754,0.11368370056152344,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,0,42,9.0,187711.59618838757,148933.75981797808,2.0,0.1764049530029297,0.14898443222045898,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,1,43,9.0,195225.90509262943,148933.75981797805,2.0,0.19153046607971191,0.18435215950012207,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,2,44,9.0,188930.31269925606,148933.75981797808,2.0,0.17560958862304688,0.10003495216369629,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,3,45,9.0,181280.75688046153,148933.75981797808,2.0,0.1940135955810547,0.10249590873718262,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,4,46,9.0,181289.76289076378,148933.75981797808,2.0,0.1975698471069336,0.16191339492797852,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,5,47,9.0,185878.74380580895,148933.75981797808,2.0,0.2245166301727295,0.20687079429626465,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,6,48,9.0,190512.8080573275,148933.75981797808,2.0,0.19745087623596191,0.15781688690185547,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,7,49,9.0,184265.7922117809,148933.75981797808,2.0,0.17611169815063477,0.2317814826965332,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,8,50,9.0,182620.26778646148,148933.75981797808,2.0,0.2095184326171875,0.18239974975585938,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,9,51,9.0,183223.52652215015,148933.75981797808,2.0,0.1951127052307129,0.24048805236816406,False
fig52,kmeans||,100,10000,15,50,25.0,9.0,0.5,bernoulli,10,52,9.0,183644.6720625215,148933.75981797808,2.0,0.14660096168518066,0.23221731185913086,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,0,42,10.0,181610.9854774966,148933.75981797808,2.0,0.23014259338378906,0.15670132637023926,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,1,43,10.0,189277.58864070693,148933.75981797808,2.0,0.1927797794342041,0.05440568923950195,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,2,44,10.0,180299.87675264978,148933.75981797808,2.0,0.21604275703430176,0.2766907215118408,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,3,45,10.0,177692.2928977739,148933.75981797808,2.0,0.19031667709350586,0.18674993515014648,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,4,46,10.0,178589.0803810928,148933.75981797808,2.0,0.1949918270111084,0.14923381805419922,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,5,47,10.0,180391.67398336873,148933.75981797808,2.0,0.20183277130126953,0.07079696655273438,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,6,48,10.0,187317.43715451058,148933.75981797805,2.0,0.16979217529296875,0.13560128211975098,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,7,49,10.0,178944.70631033144,148933.75981797808,2.0,0.19545507431030273,0.1621236801147461,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,8,50,10.0,179246.88512204908,148933.75981797808,2.0,0.19629454612731934,0.1928386688232422,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,9,51,10.0,179176.5059880749,148933.75981797808,2.0,0.15830421447753906,0.06219792366027832,False
fig52,kmeans||,100,10000,15,50,25.0,10.0,0.5,bernoulli,10,52,10.0,178590.3191500862,148933.75981797808,2.0,0.2307722568511963,0.060449838638305664,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,0,42,11.0,176635.38732631537,148933.75981797808,2.0,0.20581936836242676,0.19739127159118652,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,1,43,11.0,185768.36434714243,148933.75981797808,2.0,0.20032691955566406,0.10109615325927734,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,2,44,11.0,176530.4519007617,148933.75981797808,2.0,0.22725725173950195,0.11891412734985352,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,3,45,11.0,175631.0302896395,148933.75981797808,2.0,0.21213436126708984,0.13853049278259277,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,4,46,11.0,176012.13801969797,148933.75981797808,2.0,0.19446015357971191,0.17677712440490723,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,5,47,11.0,176910.210248393,148933.75981797808,2.0,0.18596863746643066,0.18076682090759277,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,6,48,11.0,184512.48221768445,148933.75981797808,2.0,0.19768810272216797,0.07314825057983398,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,7,49,11.0,174293.2313278134,148933.75981797808,2.0,0.1940464973449707,0.12495231628417969,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,8,50,11.0,176756.51179387327,148933.75981797808,2.0,0.23605918884277344,0.21468424797058105,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,9,51,11.0,175242.08983784594,148933.75981797808,2.0,0.16858601570129395,0.21902227401733398,False
fig52,kmeans||,100,10000,15,50,25.0,11.0,0.5,bernoulli,10,52,11.0,175709.29575187902,148933.75981797808,2.0,0.19070887565612793,0.051241159439086914,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,0,42,12.0,174249.0328274457,148933.75981797808,2.0,0.21934008598327637,0.03970170021057129,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,1,43,12.0,183355.14843487096,148933.75981797808,2.0,0.19451689720153809,0.10092425346374512,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,2,44,12.0,174283.57899418665,148933.75981797808,2.0,0.21736431121826172,0.12333059310913086,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,3,45,12.0,249381.83923915302,227512.14354868123,15.0,0.2129535675048828,1.1536941528320312,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,4,46,12.0,173115.55364331332,148933.75981797808,2.0,0.21120810508728027,0.08029675483703613,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,5,47,12.0,174072.67654175672,148933.75981797808,2.0,0.193681001663208,0.17395758628845215,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,6,48,12.0,179303.92103751688,148933.75981797808,2.0,0.17917299270629883,0.23022890090942383,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,7,49,12.0,171973.0605098648,148933.75981797808,2.0,0.20696234703063965,0.09113335609436035,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,8,50,12.0,171819.45192199573,148933.75981797808,2.0,0.24047493934631348,0.19077682495117188,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,9,51,12.0,173165.17462971696,148933.75981797808,2.0,0.1776123046875,0.16385793685913086,False
fig52,kmeans||,100,10000,15,50,25.0,12.0,0.5,bernoulli,10,52,12.0,171669.31368660973,148933.75981797808,2.0,0.2503499984741211,0.14627361297607422,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,0,42,13.0,171948.50785358826,148933.75981797808,2.0,0.2379305362701416,0.04845404624938965,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,1,43,13.0,178017.10435855418,148933.75981797808,2.0,0.1953105926513672,0.11645078659057617,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,2,44,13.0,172898.45467301778,148933.75981797808,2.0,0.22144317626953125,0.1420292854309082,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,3,45,13.0,168871.9893292745,148933.75981797808,2.0,0.22789549827575684,0.1074979305267334,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,4,46,13.0,170246.17234347694,148933.75981797808,2.0,0.23004436492919922,0.0705254077911377,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,5,47,13.0,172228.32927272824,148933.75981797808,2.0,0.23231768608093262,0.16647982597351074,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,6,48,13.0,174265.32480268684,148933.75981797805,2.0,0.3145294189453125,0.18270540237426758,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,7,49,13.0,248556.00538405363,227513.8767162111,11.0,0.21911096572875977,0.2661871910095215,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,8,50,13.0,169865.98477114923,148933.75981797808,2.0,0.2343142032623291,0.12066531181335449,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,9,51,13.0,171155.76061906273,148933.75981797808,2.0,0.2315371036529541,0.18845152854919434,False
fig52,kmeans||,100,10000,15,50,25.0,13.0,0.5,bernoulli,10,52,13.0,170638.70031924063,148933.75981797805,2.0,0.25955915451049805,0.1358623504638672,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,0,42,14.0,170782.87513667563,148933.75981797808,2.0,0.23380422592163086,0.29009032249450684,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,1,43,14.0,175709.5901416094,148933.75981797808,2.0,0.20978665351867676,0.15336918830871582,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,2,44,14.0,170202.76478585822,148933.75981797808,2.0,0.23050332069396973,0.14850330352783203,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,3,45,14.0,166452.15430144325,148933.75981797805,2.0,0.24171876907348633,0.1567378044128418,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,4,46,14.0,169140.84973444496,148933.75981797808,2.0,0.23660922050476074,0.17821812629699707,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,5,47,14.0,170779.63317534907,148933.75981797808,2.0,0.23891472816467285,0.20440268516540527,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,6,48,14.0,171539.4884437862,148933.75981797808,2.0,0.2713053226470947,0.11171245574951172,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,7,49,14.0,168030.3511830166,148933.75981797808,2.0,0.29140281677246094,0.0957632064819336,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,8,50,14.0,167723.85694974722,148933.75981797808,2.0,0.2589852809906006,0.13261890411376953,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,9,51,14.0,169016.77223932138,148933.75981797808,2.0,0.24694085121154785,0.05071663856506348,False
fig52,kmeans||,100,10000,15,50,25.0,14.0,0.5,bernoulli,10,52,14.0,169133.7444653671,148933.75981797808,2.0,0.2668135166168213,0.0648341178894043,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,0,42,15.0,169249.8774566565,148933.75981797808,2.0,0.3058657646179199,0.13351988792419434,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,1,43,15.0,172399.29893328398,148933.75981797808,2.0,0.24370026588439941,0.1719677448272705,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,2,44,15.0,166772.57235962094,148933.75981797808,2.0,0.27391648292541504,0.16514158248901367,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,3,45,15.0,165397.11352940302,148933.75981797808,2.0,0.25343990325927734,0.05758094787597656,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,4,46,15.0,167994.2260147187,148933.75981797808,2.0,0.2359161376953125,0.1204526424407959,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,5,47,15.0,168930.39219641202,148933.75981797808,2.0,0.2525327205657959,0.0471189022064209,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,6,48,15.0,170033.50039704112,148933.75981797808,2.0,0.24566078186035156,0.20177340507507324,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,7,49,15.0,166543.63344329654,148933.75981797808,2.0,0.26009607315063477,0.122772216796875,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,8,50,15.0,167133.27093709563,148933.75981797808,2.0,0.24939560890197754,0.31298303604125977,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,9,51,15.0,167206.24309099923,148933.75981797808,2.0,0.27051734924316406,0.3272824287414551,False
fig52,kmeans||,100,10000,15,50,25.0,15.0,0.5,bernoulli,10,52,15.0,167121.6815788758,148933.75981797808,2.0,0.2700927257537842,0.1396777629852295,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,0,42,0.0,6222079.361164933,1998876.4711573739,25.0,0.01990485191345215,1.0230388641357422,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,1,43,0.0,4791064.884761715,1526986.021598239,16.0,0.01944422721862793,0.274855375289917,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,2,44,0.0,6752653.629027529,2797911.6301866993,23.0,0.022404909133911133,1.428084373474121,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,3,45,0.0,5832984.106162388,1598843.210798152,20.0,0.019469022750854492,1.3807427883148193,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,4,46,0.0,5475746.534677536,1919621.5105661177,18.0,0.019861936569213867,0.7142741680145264,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,5,47,0.0,4540253.607415702,1862576.570419285,15.0,0.020981311798095703,0.9826982021331787,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,6,48,0.0,4590878.98937001,1630086.6227761328,25.0,0.02586078643798828,0.7426102161407471,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,7,49,0.0,6811139.603121443,3149797.162259674,21.0,0.0195310115814209,1.6796586513519287,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,8,50,0.0,5182115.87274486,2411220.4944892926,16.0,0.021527528762817383,1.4741237163543701,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,9,51,0.0,5149471.061303224,2506777.076617242,23.0,0.02122783660888672,1.7382960319519043,False
fig52,kmeans||,100,10000,15,50,50.0,0.0,1.0,bernoulli,10,52,0.0,4616171.316308965,1439234.9904643544,17.0,0.019866466522216797,0.5004010200500488,False
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,1,43,1.0,6075964.7685884815,2070197.9779635428,18.0,0.11435842514038086,0.9168915748596191,False
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,3,45,1.0,5283132.924607703,2494268.189192506,22.0,0.06855988502502441,0.37253594398498535,False
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,6,48,1.0,3809598.7250679173,1434437.4772598199,13.0,0.07944536209106445,0.4945523738861084,False
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,7,49,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,8,50,,,,,,,True
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,9,51,1.0,4768181.441293674,1875204.2504248864,22.0,0.11577320098876953,1.252309799194336,False
fig52,kmeans||,100,10000,15,50,50.0,1.0,1.0,bernoulli,10,52,1.0,4951884.558579272,1269579.950787143,25.0,0.05880403518676758,0.7750606536865234,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,0,42,2.0,750709.8575456215,392995.05208374,11.0,0.11890745162963867,0.8637940883636475,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,1,43,2.0,386338.15177941514,224453.67423317907,8.0,0.08640122413635254,0.12187051773071289,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,2,44,2.0,1405596.6203812412,568754.0726828055,11.0,0.07486248016357422,0.16368985176086426,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,3,45,2.0,575104.6625423009,319162.3638824388,15.0,0.08525848388671875,0.8848159313201904,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,4,46,2.0,860489.8849040731,433474.45726948057,19.0,0.09306192398071289,1.2162227630615234,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,5,47,2.0,477241.52223642915,251814.7302286011,11.0,0.24169135093688965,0.26747894287109375,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,6,48,2.0,250121.49335847519,148933.75981797808,2.0,0.11580276489257812,0.03588604927062988,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,7,49,2.0,891968.5879929453,417899.92453592684,14.0,0.12904953956604004,0.45873332023620605,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,8,50,2.0,400663.6601534083,229251.157656744,10.0,0.10946846008300781,0.38781023025512695,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,9,51,2.0,431630.2676595312,239623.2774057858,6.0,0.10966181755065918,0.5450911521911621,False
fig52,kmeans||,100,10000,15,50,50.0,2.0,1.0,bernoulli,10,52,2.0,519748.551966296,283240.76888930483,7.0,0.14861249923706055,0.6314866542816162,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,0,42,3.0,240616.64848592787,148933.75981797808,2.0,0.1434764862060547,0.14805245399475098,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,1,43,3.0,217277.0612952174,148933.75981797808,2.0,0.15902996063232422,0.1373910903930664,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,2,44,3.0,240999.61117402904,148933.75981797808,2.0,0.1379232406616211,0.10950493812561035,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,3,45,3.0,215764.02470384253,148933.75981797808,2.0,0.1866474151611328,0.13328123092651367,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,4,46,3.0,232851.3267331944,148933.75981797808,2.0,0.181046724319458,0.2252945899963379,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,5,47,3.0,223549.22946816988,148933.75981797808,2.0,0.08460354804992676,0.17039942741394043,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,6,48,3.0,208591.97220457596,148933.75981797808,2.0,0.09961605072021484,0.07174444198608398,False
fig52,kmeans||,100,10000,15,50,50.0,3.0,1.0,bernoulli,7,49,3.0,215052.8737729867,148933.75981797808,2.0,0.22666358947753906,0.035936832427978516,False
